budget,original_title,popularity,first_company_name,revenue,vote_average,vote_count,genre
8700000,A Scanner Darkly,26.093043,Thousand Words,7659918,6.8,532,Animation
0,Chasing Mavericks,13.621201,Fox 2000 Pictures,0,7.0,216,Drama
20000000,Alone in the Dark,9.292987,Boll Kino Beteiligungs GmbH & Co. KG,10442808,3.1,173,Action
20000000,Bandslam,7.716606,Summit Entertainment,5210988,5.4,126,Comedy
20000000,Birth,7.698075,Fine Line Features,0,5.9,179,Drama
20000000,A Most Violent Year,37.629309,Participant Media,12007070,6.5,546,Crime
0,Passchendaele,2.405911,Rhombus Media,0,6.3,26,Drama
0,Flash of Genius,3.350297,Universal Pictures,0,6.3,59,Drama
20000000,I'm Not There.,13.032308,Endgame Entertainment,4001121,6.6,195,Drama
20000000,The Cold Light of Day,15.131867,Summit Entertainment,16863583,4.8,271,Action
20000000,The Brothers Bloom,10.218307,The Weinstein Company,5530764,6.8,203,Adventure
21000000,"Synecdoche, New York",12.761176,Likely Story,0,7.4,278,Drama
26500000,もののけ姫,60.732738,Miramax Films,159375308,8.2,1983,Adventure
0,Bon voyage,0.49446,,0,5.7,20,Comedy
0,Can't Stop the Music,6.574285,EMI Films,0,4.9,9,Comedy
2000000,The Proposition,14.617944,Autonomous,5048693,7.1,218,Action
20000000,My All American,3.102987,Paul Schiff Productions,0,6.8,36,Drama
20000000,Marci X,5.65327,Paramount Pictures,1675706,3.3,12,Comedy
20000000,Equilibrium,44.566609,Dimension Films,5359645,6.9,1552,Action
40000000,黃石的孩子,8.978408,Australian Film Finance Corporation,7400000,6.5,52,Drama
0,The Yards,10.150993,Miramax Films,0,6.0,97,Drama
0,The Oogieloves in the Big Balloon Adventure,0.28576,,0,2.2,8,Family
10000000,By the Sea,11.267676,Plan B Entertainment,3727746,5.4,156,Drama
20000000,Steamboy,9.129808,Bandai Visual Company,0,6.4,102,Animation
0,The Game of Their Lives,2.013405,Bristol Bay Productions,0,5.8,14,Drama
0,All Good Things,20.086645,The Weinstein Company,0,5.9,286,Drama
20000000,Rapa Nui,3.581906,Tig Productions,305070,6.2,33,Adventure
0,長江七號,12.373248,Columbia Pictures Film Production Asia,47301471,6.1,107,Comedy
0,Les Visiteurs 2 : Les Couloirs du temps,12.283025,Gaumont,0,5.8,221,Comedy
20000000,Dylan Dog: Dead of Night,10.617236,Hyde Park Films,4634062,4.5,139,Action
20000000,People I Know,6.377308,,0,5.5,48,Drama
20000000,The Tempest,3.620537,Miramax Films,346594,6.0,31,Drama
0,Regression,27.215666,The Weinstein Company,17671101,5.3,585,Horror
0,三国之见龙卸甲,4.127155,Visualizer Film Productions,0,6.6,35,Action
20000000,Butterfly on a Wheel,13.118983,Icon Productions,0,6.3,130,Crime
20000000,Zambezia,14.182301,Industrial Development Corporation of South Africa,0,5.3,68,Comedy
0,ராமானுஜன்,0.416179,Camphor Cinema,0,5.0,3,Drama
0,Dwegons,0.485405,,0,0.5,1,Animation
20000000,Hands of Stone,7.444189,"Weinstein Company, The",0,6.1,109,Drama
20000000,Survivor,33.625477,Nu Image Films,0,5.4,404,Thriller
27220000,The Frozen Ground,28.060472,Grindstone Entertainment Group,5496951,6.1,465,Thriller
19400000,The Painted Veil,20.746932,Emotion Pictures,0,7.1,312,Drama
27000000,Der Baader Meinhof Komplex,7.727035,Nouvelles Éditions de Films (NEF),0,7.1,157,Action
22000000,Dances with Wolves,45.707835,Tig Productions,424208848,7.6,1046,Adventure
20000000,Bad Teacher,28.497242,Columbia Pictures,216197492,5.4,1584,Comedy
19000000,Sea of Love,11.47316,Universal Pictures Corporation,110879513,6.7,141,Drama
19000000,A Cinderella Story,25.28132,Gaylord Films,70067909,6.1,713,Comedy
14000000,Scream,45.99611,Woods Entertainment,173046663,7.0,1476,Crime
0,Thir13en Ghosts,20.392858,Columbia Pictures Corporation,0,5.4,440,Horror
19000000,The Shining,78.699993,Hawk Films,44017374,8.1,3757,Horror
19000000,Back to the Future,76.603233,Universal Pictures,381109762,8.0,6079,Adventure
19000000,House on Haunted Hill,13.664614,Dark Castle Entertainment,40846082,5.5,209,Horror
0,I Can Do Bad All By Myself,2.242809,Lions Gate Films,0,6.0,40,Drama
27000000,Fight Valley,1.224105,Cinestyle Media Group,0,3.9,8,Action
19000000,The Switch,27.494037,Mandate Pictures,49830607,5.9,583,Comedy
18000000,Just Married,18.47518,Twentieth Century Fox Film Corporation,101564935,5.3,404,Comedy
19100000,The Devil's Double,10.559414,Corrino Media Corporation,5728213,6.5,208,Drama
0,Thomas and the Magic Railroad,1.916351,Destination Films,0,4.6,8,Animation
20000000,The Crazies,28.867568,Penn Station Entertainment,54956140,6.2,633,Mystery
15000000,千と千尋の神隠し,118.968562,Studio Ghibli,274925095,8.3,3840,Fantasy
0,風暴,3.376967,Focus Films,0,5.9,43,Action
25000000,The Bounty,7.436491,Dino De Laurentiis Company,8613462,6.5,108,Action
0,The Book Thief,57.84156,Studio Babelsberg,76586316,7.4,1486,Drama
19000000,Sex Drive,17.952817,"Summit Entertainment, LLC",18755936,6.0,342,Comedy
19000000,Leap Year,21.959742,Universal Pictures,29922472,6.4,465,Romance
19000000,The Fall of the Roman Empire,4.229942,Paramount Pictures,4750000,6.0,33,Drama
19000000,Take Me Home Tonight,11.766564,Imagine Entertainment,6928068,6.2,208,Comedy
0,Won't Back Down,2.366251,Gran Via Productions,5310554,5.8,40,Drama
19000000,The Nutcracker,0.068228,Warner Bros. Family Entertainment,2119994,5.6,5,Family
18000000,Kansas City,5.380733,Fine Line Features,0,6.1,12,Thriller
0,Indignation,5.625989,Likely Story,0,6.8,69,Drama
19000000,The Amityville Horror,30.205943,Platinum Dunes,108047131,6.0,588,Horror
19000000,Adaptation.,26.441669,Beverly Detroit,32801173,7.3,638,Comedy
15000000,Land of the Dead,15.262492,Universal Pictures,46770602,6.0,381,Horror
0,逃出生天,1.583918,Sun Entertainment Culture,0,5.8,11,Action
18500000,Fear and Loathing in Las Vegas,44.511363,Universal Pictures,10680275,7.2,1301,Adventure
18500000,The Invention of Lying,16.665841,Media Rights Capital,31912793,6.0,518,Comedy
18000000,Neighbors,36.471231,Universal Pictures,268157400,6.2,2713,Comedy
23000000,The Mask,85.30318,New Line Cinema,351583407,6.6,2472,Romance
18000000,Big,20.716023,Gracie Films,151668774,6.9,993,Fantasy
18000000,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,Twentieth Century Fox Film Corporation,261572744,6.5,1579,Comedy
18000000,Legally Blonde,25.43954,Marc Platt Productions,141774679,6.1,882,Comedy
18000000,Star Trek III: The Search for Spock,15.314027,Paramount Pictures,87000000,6.4,434,Science Fiction
19000000,The Exorcism of Emily Rose,32.602868,Lakeshore Entertainment,144216468,6.3,659,Crime
17000000,Deuce Bigalow: Male Gigolo,9.832326,Happy Madison Productions,65535067,5.5,308,Comedy
16000000,Left Behind,33.452469,Stoney Lake Entertainment,19682924,3.7,392,Thriller
0,The Family Stone,14.190837,Fox 2000 Pictures,0,6.2,249,Comedy
18000000,Barbershop 2:  Back in Business,6.501815,Metro-Goldwyn-Mayer (MGM),65070412,5.6,74,Comedy
23000000,Bad Santa,26.58873,Columbia Pictures,76488889,6.5,656,Drama
16500000,Austin Powers: International Man of Mystery,36.15716,New Line Cinema,67683989,6.5,1013,Science Fiction
18000000,My Big Fat Greek Wedding 2,16.027955,Universal Pictures,88923251,5.5,322,Romance
21000000,Diary of a Wimpy Kid: Rodrick Rules,14.329891,Fox 2000 Pictures,72417394,6.3,238,Family
18000000,Predator,50.009408,Twentieth Century Fox Film Corporation,98235548,7.3,2093,Science Fiction
18000000,Amadeus,31.82675,Warner Bros.,51973029,7.8,1076,Drama
0,Prom Night,9.642041,Alliance Films,14796236,4.8,167,Crime
17000000,Mean Girls,36.423717,Paramount Pictures,129042871,6.9,2320,Comedy
0,Under the Tuscan Sun,12.309718,Timnick Films,0,6.4,172,Comedy
19800000,Gosford Park,11.693272,USA Films,87754044,6.8,246,Drama
18000000,Peggy Sue Got Married,12.243887,American Zoetrope,41382841,5.9,136,Comedy
18000000,Birdman,89.811154,Worldview Entertainment,103215094,7.4,4535,Drama
18000000,Blue Jasmine,34.694216,Perdido Productions,99206215,7.0,1098,Comedy
15000000,United 93,17.50138,Universal Pictures,76286096,6.9,367,Drama
18000000,Honey,18.492655,Universal Pictures,62646763,6.0,303,Romance
18000000,Spy Hard,11.238522,Hollywood Pictures,0,4.9,147,Action
1000000,The Fog,14.518598,AVCO Embassy Pictures,21378361,6.4,311,Horror
18000000,Soul Surfer,19.234672,Mandalay Pictures,47088990,6.9,342,Action
18000000,Catch-22,4.504377,Paramount Pictures,24911670,6.7,72,War
0,Observe and Report,10.529143,Legendary Pictures,24007324,5.6,225,Comedy
18000000,Conan the Destroyer,18.379124,De Laurentiis Entertainment Group,100000000,5.8,383,Adventure
18000000,Raging Bull,35.524457,United Artists,23000000,7.7,938,Drama
18000000,Love Happens,13.472365,Universal Pictures,36133014,5.6,180,Drama
18000000,Young Sherlock Holmes,8.321586,Paramount Pictures,0,6.7,167,Action
0,Fame,7.668063,United Artists,0,5.5,135,Music
18000000,127 Hours,52.464877,Fox Searchlight Pictures,35692920,7.0,2606,Adventure
0,Small Time Crooks,11.423533,DreamWorks SKG,0,6.4,155,Action
18000000,Center Stage,6.961736,Columbia Pictures,17200925,6.8,90,Drama
17000000,Love the Coopers,9.191187,Imagine Entertainment,24000000,5.4,167,Comedy
18000000,Catch That Kid,4.492859,Fox 2000 Pictures,16702864,4.9,76,Family
18000000,Life as a House,5.706767,New Line Cinema,0,7.2,120,Drama
30000000,Steve Jobs,53.670525,Universal Pictures,34441873,6.8,1573,Drama
18000000,"I Love You, Beth Cooper",14.15192,Ingenious Film Partners,0,5.1,197,Comedy
18000000,Youth in Revolt,13.462544,Dimension Films,0,5.9,319,Drama
18000000,The Legend of the Lone Ranger,11.725805,ITC Entertainment,2945600,3.7,14,Action
21000000,The Tailor of Panama,7.047975,Columbia Pictures,28008462,6.2,92,Drama
18000000,Blow Out,13.628601,Cinema 77,12000000,7.3,236,Drama
18000000,Getaway,16.520516,Dark Castle Entertainment,10501938,4.9,246,Action
18000000,The Ice Storm,14.916264,Fox Searchlight Pictures,8038061,6.9,176,Drama
18000000,And So It Goes,9.633711,Castle Rock Entertainment,25312387,5.7,164,Comedy
0,Troop Beverly Hills,3.455018,Columbia Pictures,0,5.6,56,Adventure
0,Being Julia,1.946634,Serendipity Point Films,0,6.4,23,Comedy
17000000,Nine 1/2 Weeks,12.313143,Metro-Goldwyn-Mayer (MGM),6735922,5.8,177,Drama
18000000,Dragonslayer,3.258422,Paramount Pictures,14110013,6.5,67,Fantasy
0,The Last Station,3.659292,Zephyr Films,0,6.7,55,Drama
18000000,Ed Wood,24.548633,Touchstone Pictures,5887457,7.3,630,Comedy
18000000,Labor Day,17.683563,Mr. Mudd Production,20275812,6.7,299,Drama
18000000,Монгол,10.1449,Kinokompaniya CTB,26527510,6.5,158,History
18000000,RockNRolla,31.887978,StudioCanal,25739015,6.9,836,Action
0,Megaforce,1.110179,Golden Harvest Company,0,3.5,15,Adventure
0,Hamlet,9.814785,Castle Rock Entertainment,0,7.3,117,Drama
25000000,Mao's Last Dancer,1.876811,Great Scott Productions Pty. Ltd.,20719451,6.8,28,Drama
18000000,Midnight Special,32.717853,Warner Bros.,6212282,6.2,694,Adventure
0,Anything Else,8.945081,DreamWorks SKG,0,6.2,149,Comedy
18000000,The Railway Man,13.916583,Archer Street Productions,22309223,6.7,273,Drama
15238800,Das weisse Band,17.94739,Les Films du Losange,0,7.2,255,Crime
0,Restoration,2.525569,,0,5.3,11,Horror
2700000,The Wraith,10.47644,New Century Entertainment Corporation,3500000,5.9,108,Romance
18000000,Salton Sea,10.991281,Castle Rock Entertainment,676698,7.0,104,Drama
18000000,Metallica: Through the Never,7.871686,Exclusive Media Group,7972967,6.7,83,Music
18000000,The Informers,6.333869,Senator Entertainment Co,382174,4.4,60,Drama
18000000,Carlos,1.138383,Egoli Tossell Film AG,871279,6.7,50,Crime
18000000,I Come with the Rain,8.266124,Central-Europa Film,0,5.6,20,Thriller
0,One Man's Hero,0.910529,Filmax,0,9.3,2,Western
3500000,Day of the Dead,18.025206,Dead Films,34000000,6.9,270,Horror
18000000,I Am Wrath,10.144222,Patriot Pictures,0,4.5,179,Action
18000000,Renaissance,9.244181,Onyx Films,1831348,6.7,77,Action
17900000,Red Sonja,12.752463,Famous Films (II),6948633,5.0,206,Adventure
14000000,Red Lights,22.748174,First Generation Films,13551174,6.0,376,Thriller
20000000,Superbad,33.436092,Columbia Pictures,121463226,7.0,2100,Comedy
0,Madea Goes to Jail,3.107371,Lions Gate Films,90508336,6.4,52,Comedy
18000000,Wolves,7.922639,Copperheart Entertainment,0,5.7,82,Horror
23000000,Step Up 2: The Streets,28.973074,Summit Entertainment,150816700,6.5,640,Music
15000000,Hoodwinked!,23.980329,The Weinstein Company,51053787,5.9,479,Animation
17500000,Hotel Rwanda,28.60542,Lions Gate Films,38000000,7.5,793,Drama
24000000,Hitman,42.669304,Twentieth Century Fox Film Corporation,99965753,5.9,966,Action
17500000,Black Nativity,7.180403,Fox Searchlight Pictures,7018189,5.8,16,Drama
18000000,The Prince,21.638673,Grindstone Entertainment Group,266586800,4.6,218,Thriller
0,City of Ghosts,2.64486,,0,5.4,18,Thriller
0,The Others,25.881355,Cruise/Wagner Productions,0,7.4,1660,Horror
18500000,Aliens,67.66094,Twentieth Century Fox Film Corporation,183316455,7.7,3220,Horror
17000000,My Fair Lady,20.786616,Warner Bros.,72070731,7.4,352,Drama
17000000,I Know What You Did Last Summer,27.654472,Columbia Pictures Corporation,125586134,5.6,687,Horror
17000000,Let's Be Cops,70.668923,Twentieth Century Fox Film Corporation,136621271,6.4,1219,Comedy
16000000,Sideways,23.425431,Fox Searchlight Pictures,109502303,6.9,478,Comedy
17500000,Beerfest,14.304444,Broken Lizard Industries,19179969,5.8,172,Comedy
300000,Halloween,30.301307,Compass International Pictures,70000000,7.4,1035,Horror
17000000,Good Boy!,3.56033,Jim Henson Pictures,0,4.7,30,Comedy
17000000,The Best Man Holiday,7.210095,Universal,71625195,6.7,110,Comedy
17000000,Smokin' Aces,23.491962,Universal Pictures,57103895,6.4,534,Action
20000000,Saw 3D,36.133536,Lionsgate,136150434,5.8,730,Horror
17000000,40 Days and 40 Nights,14.18136,Miramax Films,0,5.2,297,Comedy
17000000,A Night at the Roxbury,12.709227,Paramount Pictures,30331165,5.9,198,Comedy
17000000,Beastly,24.054062,CBS Films,43165571,6.0,849,Drama
15000000,The Hills Have Eyes,35.107857,Fox Searchlight Pictures,69623713,6.1,705,Horror
0,Dickie Roberts: Former Child Star,10.149569,Paramount Pictures,0,5.1,64,Comedy
0,"McFarland, USA",14.023082,Walt Disney Pictures,45710059,7.4,213,Drama
0,Lottery Ticket,9.054803,Cube Vision,0,5.6,54,Comedy
20000000,ATL,5.422285,Warner Bros.,21170563,6.0,32,Drama
17000000,Pitch Perfect,32.746486,Brownstone Productions,115350426,7.3,2247,Comedy
34000000,Summer Catch,3.960098,Tollin/Robbins Productions,19693891,4.8,63,Drama
0,A Simple Plan,10.178917,Paramount Pictures,0,6.9,187,Drama
17000000,They,4.544216,Dimension Films,0,4.6,74,Horror
0,Larry the Cable Guy: Health Inspector,2.184708,Parallel Pictures,0,3.3,17,Comedy
0,The Adventures of Elmo in Grouchland,3.09159,Columbia Pictures,0,6.3,14,Family
17000000,Brooklyn's Finest,18.790102,Nu Image Films,29536299,6.2,293,Crime
17000000,55 Days at Peking,3.321095,Allied Artists Pictures,10000000,6.3,36,Action
17000000,Evil Dead,33.912116,TriStar Pictures,97542952,6.4,1723,Horror
17000000,My Life in Ruins,5.787891,Fox Searchlight Pictures,20455276,5.6,101,Comedy
17000000,American Dreamz,7.864011,Universal Pictures,7314027,4.9,95,Comedy
17000000,Superman IV: The Quest for Peace,17.062117,Cannon Films,19300000,4.1,318,Action
0,How She Move,1.782666,MTV Films,0,3.0,6,Drama
17000000,Running Scared,19.311572,International Production Company,9500000,7.0,331,Action
0,Bobby Jones: Stroke of Genius,2.897449,Dean River Productions,0,5.5,19,Drama
17000000,Shanghai Surprise,0.138564,HandMade Films,0,2.9,15,Adventure
40000000,The Illusionist,36.960953,Michael London Productions,86915017,7.1,1615,Fantasy
17000000,Roar,1.15641,American Filmworks,2000000,5.6,19,Adventure
17000000,Veronica Guerin,9.583578,Jerry Bruckheimer Films,1569918,6.8,59,Drama
17000000,Escobar: Paradise Lost,25.112567,Nexus Factory,3758328,6.1,271,Thriller
17000000,Southland Tales,9.349386,Universal Pictures,374743,5.2,153,Action
15000000,Chasseurs de dragons,8.884405,Futurikon,0,6.5,129,Animation
17000000,Damnation Alley,2.215261,Twentieth Century Fox Film Corporation,8720000,5.0,27,Action
17000000,The Apparition,6.385234,StudioCanal,9627492,4.5,140,Horror
16500000,My Girl,20.935169,Columbia Pictures,0,7.0,428,Comedy
16800000,Fur: An Imaginary Portrait of Diane Arbus,4.358255,River Road Entertainment,2281089,5.8,73,Drama
15000000,Wall Street,24.898687,Twentieth Century Fox Film Corporation,43848069,7.0,546,Crime
16500000,Sense and Sensibility,20.898711,Columbia Pictures Corporation,135000000,7.2,352,Drama
16500000,Becoming Jane,18.236284,Ecosse Films,37311672,6.9,317,Drama
16500000,Sydney White,10.74648,Morgan Creek Productions,13620075,6.0,236,Comedy
16500000,House of Sand and Fog,12.102725,DreamWorks SKG,16942795,7.0,199,Drama
16400000,Dead Poets Society,55.458584,Touchstone Pictures,235860116,8.1,2705,Drama
16000000,Dumb and Dumber,35.777067,New Line Cinema,247275374,6.5,1859,Comedy
16000000,When Harry Met Sally...,18.430419,Castle Rock Entertainment,92823546,7.3,950,Comedy
16000000,The Verdict,7.980632,Twentieth Century Fox Film Corporation,53977250,7.4,131,Drama
16000000,Road Trip,14.759948,DreamWorks SKG,119754278,5.9,542,Comedy
0,Varsity Blues,9.229999,Paramount Pictures,0,6.0,122,Comedy
15000000,The Artist,29.943316,France 3 Cinéma,133432856,7.3,1049,Drama
16000000,The Unborn,15.788784,Rogue Pictures,76514050,4.8,365,Horror
16000000,Moonrise Kingdom,41.083914,Scott Rudin Productions,68263166,7.6,1662,Comedy
16000000,The Texas Chainsaw Massacre: The Beginning,21.380635,New Line Cinema,0,5.9,402,Horror
18500000,The Young Messiah,1.884558,Focus Features,6490401,6.4,30,Drama
0,The Master of Disguise,4.382761,Columbia Pictures,0,3.7,78,Comedy
19000000,El laberinto del fauno,90.809408,Estudios Picasso,83258226,7.6,3041,Fantasy
0,See Spot Run,6.579017,Village Roadshow Pictures,0,4.8,44,Action
16000000,Baby Boy,7.854989,Columbia Pictures,29381649,7.4,55,Crime
16000000,The Roommate,11.807269,Vertigo Entertainment,40492759,5.3,224,Thriller
17700000,Joe Dirt,15.976335,Columbia Pictures,30987695,5.5,242,Mystery
15000000,Double Impact,10.484642,Stone Group Pictures,30102717,5.3,215,Thriller
12000000,Hot Fuzz,38.623178,Universal Pictures,80573774,7.4,2199,Crime
16000000,The Women,8.8321,New Line Cinema,50007546,4.6,96,Comedy
15000000,Vicky Cristina Barcelona,32.758254,The Weinstein Company,96408652,6.7,1020,Drama
25000000,Arn: Tempelriddaren,6.091033,Danmarks Radio (DR),0,6.4,76,Action
16000000,Boys and Girls,9.119797,Punch 21 Productions,20627372,5.4,103,Comedy
0,White Oleander,9.423866,Pandora Filmproduktion,0,7.2,108,Drama
16000000,Jennifer's Body,32.257414,Dune Entertainment,31556061,5.3,837,Comedy
16000000,Drowning Mona,3.021835,Code Entertainment,15427192,5.4,43,Comedy
16000000,Radio Days,7.612849,Orion Pictures,0,7.0,127,Comedy
20000000,Remember Me,36.764666,Summit Entertainment,0,6.9,948,Drama
0,How to Deal,3.199784,Golden Mean,0,5.7,42,Drama
20000000,My Stepmother is an Alien,9.455596,Weintraub Entertainment Group,13854000,5.3,131,Comedy
26000000,Philadelphia,44.301745,TriStar Pictures,206678440,7.6,988,Drama
16000000,The Thirteenth Floor,19.890428,Columbia Pictures,18564088,6.8,378,Thriller
16000000,The Cookout,0.830596,Cookout Productions,12,4.6,10,Comedy
0,Meteor,2.637355,Palladium Productions,0,5.1,36,Action
0,Duets,2.25453,Hollywood Pictures,0,5.5,34,Comedy
16000000,Hollywood Ending,8.711782,DreamWorks SKG,0,6.4,113,Comedy
6500000,Detroit Rock City,5.700333,New Line Cinema,4217115,6.7,100,Comedy
16000000,Highlander,29.253833,Davis-Panzer Productions,5900000,6.8,624,Adventure
16000000,Things We Lost in the Fire,8.842869,DreamWorks SKG,2849142,6.7,90,Drama
16000000,Steel,2.848727,Quincy Jones-David Salzman Entertainment,1686429,4.3,48,Science Fiction
16000000,The Immigrant,13.832464,Kingsgate Films,5867686,6.2,250,Drama
0,The White Countess,4.488547,Sony Pictures Classics,0,6.9,21,Drama
20000000,Trance,38.802415,Cloud Eight Films,24261569,6.5,956,Thriller
16000000,Soul Plane,9.400404,Metro-Goldwyn-Mayer (MGM),14822346,4.7,108,Romance
11000000,Bienvenue chez les ch'tis,18.923181,Centre National de la Cinématographie,53191886,6.8,615,Comedy
0,Good,2.397987,,0,6.3,29,Drama
13000000,Enter the Void,20.39955,BIM Distribuzione,754249,7.2,387,Fantasy
16000000,Vamps,7.251897,Lucky Monkey Pictures,0,4.8,91,Comedy
16000000,Hachi: A Dog's Tale,43.217089,Grand Army Entertainment,47801389,7.7,1717,Drama
16000000,Zulu,14.529496,Eskwad,0,6.7,172,Crime
16000000,The Homesman,20.59148,The Javelina Film Company,3442853,6.4,258,Western
15600000,Juwanna Mann,2.244947,Warner Bros.,0,4.2,20,Comedy
0,Ararat,1.326264,Alliance Atlantis Communications,0,5.7,16,War
0,Madison,0.212108,,0,5.3,3,Action
15500000,Slow Burn,6.630856,Sidney Kimmel Entertainment,1237615,5.5,16,Mystery
15300000,Wasabi,18.20957,Canal Plus,0,6.2,283,Drama
15500000,Slither,17.327279,Universal Pictures,0,6.3,317,Comedy
15000000,Beverly Hills Cop,29.843818,Paramount Pictures,316360478,6.8,961,Action
18000000,Home Alone,2.186927,Twentieth Century Fox Film Corporation,476684675,7.1,2414,Comedy
0,Three Men and a Baby,12.335827,Touchstone Pictures,0,5.8,253,Family
21000000,Tootsie,20.818567,Columbia Pictures Corporation,177200000,6.9,421,Comedy
15000000,Top Gun,58.900647,Paramount Pictures,356830601,6.7,1698,Action
17000000,卧虎藏龙,45.742254,Sony Pictures Classics,213525736,7.2,927,Adventure
15000000,American Beauty,80.878605,DreamWorks SKG,356296601,7.9,3313,Drama
15000000,The King's Speech,54.053576,The Weinstein Company,414211549,7.6,2752,Drama
15000000,Twins,17.638286,Universal Pictures,216614388,5.7,559,Comedy
15000000,The Yellow Handkerchief,3.803495,area japan,317000,6.4,52,Drama
15000000,The Color Purple,17.571533,Amblin Entertainment,146292009,7.7,338,Drama
16000000,해운대,4.628525,Polygon Entertainment,11301649,6.5,48,Action
14000000,The Imitation Game,145.364591,Black Bear Pictures,233555708,8.0,5723,History
0,Private Benjamin,12.18838,Warner Bros.,0,6.0,102,Comedy
15000000,Coal Miner's Daughter,3.826685,Universal Pictures,67182787,7.2,67,Drama
15000000,Diary of a Wimpy Kid,21.095489,Dune Entertainment,75700498,5.9,355,Comedy
15000000,Mama,47.455148,Universal Pictures,146497771,6.0,1401,Horror
15000000,National Lampoon's Vacation,22.838834,Warner Bros.,61399552,7.1,410,Comedy
15000000,Jackass Presents: Bad Grandpa,27.165222,Paramount Pictures,151831537,6.0,680,Comedy
15000000,The Queen,19.113278,BIM Distribuzione,123384128,6.8,338,Drama
15000000,Beetlejuice,58.553213,"Geffen Company, The",73326666,7.1,1444,Fantasy
15000000,Why Did I Get Married?,2.005111,Lions Gate Films,55184721,6.1,33,Comedy
18000000,Little Women,16.418639,Columbia Pictures,0,7.0,215,Drama
17000000,The Woman in Black,43.675191,Hammer Film Productions,127730736,6.1,1206,Drama
15000000,When a Stranger Calls,4.688212,Davis Entertainment,66966987,5.4,268,Horror
15000000,Big Fat Liar,9.125594,Universal Pictures,52970014,5.6,197,Comedy
15000000,The Deer Hunter,19.786392,Universal Pictures,50000000,7.8,921,Drama
15000000,Wag the Dog,13.581966,New Line Cinema,64256513,6.7,270,Comedy
17000000,The Lizzie McGuire Movie,11.927667,Walt Disney Pictures,55534455,5.7,280,Family
35000000,Snitch,30.556135,Front Street Productions,42930462,5.8,1138,Thriller
15000000,Krampus,31.565117,Universal Pictures,61548707,5.9,584,Horror
15000000,The Faculty,21.535126,Dimension Films,40283321,6.2,492,Horror
0,What's Love Got to Do with It,7.921311,Touchstone Pictures,0,6.9,72,Drama
15000000,Cop Land,19.284129,Miramax Films,44862187,6.6,382,Action
16000000,Not Another Teen Movie,23.423082,Original Film,66468332,5.5,431,Comedy
7000000,End of Watch,49.517264,Emmett/Furla Films,48126384,7.2,1170,Crime
15000000,The Skulls,11.375032,Universal Pictures,35007180,5.8,156,Crime
15000000,The Theory of Everything,61.182331,Working Title Films,123726688,7.8,3311,Drama
0,Malibu's Most Wanted,7.314796,Karz Entertainment,0,4.7,77,Comedy
15000000,Where the Heart Is,6.857923,Twentieth Century Fox Film Corporation,33771174,6.9,155,Comedy
15000000,Lawrence of Arabia,41.286336,Horizon Pictures (II),69995385,7.8,851,Adventure
15000000,Halloween II,12.929525,Dimension Films,39421467,5.1,267,Horror
15000000,Wild,42.952942,Fox Searchlight Pictures,52501541,7.0,951,Drama
15000000,The Last House on the Left,19.760383,Rogue Pictures,32721635,6.2,440,Crime
15000000,The Wedding Date,10.194097,26 Films,47175038,6.2,230,Comedy
13000000,Halloween: Resurrection,11.045593,Dimension Films,37664855,4.5,228,Horror
16000000,The Princess Bride,44.533612,Act III Communications,30857814,7.6,1486,Adventure
15000000,The Great Debaters,10.84158,The Weinstein Company,30226144,6.9,151,Drama
15000000,Drive,49.294864,Bold Films,78054825,7.4,3725,Drama
15000000,Confessions of a Teenage Drama Queen,7.424798,Walt Disney Pictures,29331068,5.1,221,Comedy
15000000,The Object of My Affection,5.164281,Twentieth Century Fox Film Corporation,46905889,5.6,72,Comedy
15000000,28 Weeks Later,34.759855,DNA Films,64238440,6.5,1197,Horror
15000000,When the Game Stands Tall,7.297757,Mandalay Pictures,30127963,6.3,130,Drama
14000000,Because of Winn-Dixie,3.334804,Twentieth Century Fox Film Corporation,32645546,6.1,61,Comedy
20000000,Love & Basketball,2.027393,40 Acres & A Mule Filmworks,27728118,7.4,88,Action
0,Grosse Pointe Blank,13.817269,Caravan Pictures,28084357,6.9,275,Action
15000000,All About Steve,13.237835,Dune Entertainment,40105542,4.7,295,Comedy
0,Book of Shadows: Blair Witch 2,3.890223,Artisan Entertainment,0,4.3,212,Mystery
15000000,The Craft,19.517239,Columbia Pictures,24769466,6.3,380,Drama
15000000,Match Point,30.669913,DreamWorks,85306374,7.3,1105,Drama
0,Ramona and Beezus,9.681147,Dune Entertainment,0,6.1,245,Comedy
11500000,The Remains of the Day,15.355589,Columbia Pictures,23237911,7.5,202,Drama
15000000,Boogie Nights,19.85579,New Line Cinema,43101594,7.5,796,Drama
0,Nowhere to Run,11.689337,Columbia Pictures,0,5.5,119,Action
15000000,Flicka,3.043589,Twentieth Century Fox Film Corporation,21000000,6.1,52,Drama
15000000,The Hills Have Eyes II,17.141376,Dune Entertainment,0,5.2,351,Horror
14000000,Urban Legends: Final Cut,8.885017,Original Film,38574362,4.4,100,Horror
0,Tuck Everlasting,4.115398,Walt Disney Pictures,0,6.4,128,Fantasy
20000000,The Marine,7.679336,Twentieth Century Fox Film Corporation,22165608,5.0,163,Action
15000000,Keanu,18.268009,New Line Cinema,20566327,6.0,421,Action
